Purpose, Direction, CountOfSurveyYear, Trips, StageDistance
Commuting, FH, 1.00000, 0.88775, 26.20000
Commuting, FH, 1.00000, 0.91795, 26.20000
Commuting, FH, 4.00000, 6.88360, 26.30000
Commuting, FH, 1.00000, 1.69537, 26.30000
Commuting, FH, 3.00000, 4.39576, 26.40000
Commuting, FH, 1.00000, 1.03984, 26.40000
Commuting, FH, 4.00000, 4.56612, 26.50000
Commuting, FH, 1.00000, 1.15285, 26.50000
Commuting, FH, 5.00000, 5.49838, 26.90000
Commuting, FH, 15.00000, 17.83695, 27.00000
Commuting, FH, 2.00000, 2.14948, 27.00000
Commuting, FH, 5.00000, 4.64926, 27.50000
Commuting, FH, 41.00000, 44.36581, 28.00000
Commuting, FH, 1.00000, 1.01244, 28.00000
Commuting, FH, 1.00000, 1.64177, 28.10000
Commuting, FH, 1.00000, 1.65896, 28.20000
Commuting, FH, 4.00000, 3.77987, 28.30000
Commuting, FH, 2.00000, 2.52456, 28.70000
Commuting, FH, 14.00000, 13.47729, 29.00000
Commuting, FH, 1.00000, 1.18258, 29.00000
Commuting, FH, 2.00000, 1.84197, 29.40000
Commuting, FH, 46.00000, 51.93648, 30.00000
Commuting, FH, 1.00000, 0.92359, 30.70000
Commuting, FH, 18.00000, 17.56739, 31.00000
Commuting, FH, 5.00000, 5.87106, 31.50000
Commuting, FH, 15.00000, 15.38848, 32.00000
Commuting, FH, 18.00000, 16.81085, 33.00000
Commuting, FH, 1.00000, 0.91104, 33.00000
Commuting, FH, 20.00000, 27.30932, 34.00000
Commuting, FH, 2.00000, 1.86479, 34.00000
Commuting, FH, 2.00000, 2.27561, 34.50000
Commuting, FH, 20.00000, 24.09689, 35.00000
Commuting, FH, 2.00000, 3.97409, 35.00000
Commuting, FH, 2.00000, 2.89293, 35.50000
Commuting, FH, 8.00000, 9.34230, 36.00000
Commuting, FH, 1.00000, 1.38783, 36.00000
Commuting, FH, 1.00000, 1.42086, 36.00000
Commuting, FH, 1.00000, 1.01928, 36.80000
Commuting, FH, 6.00000, 5.84802, 37.00000
Commuting, FH, 2.00000, 2.07142, 38.00000
Commuting, FH, 1.00000, 1.07260, 39.00000
Commuting, FH, 26.00000, 29.97011, 40.00000
Commuting, FH, 2.00000, 2.10707, 40.00000
Commuting, FH, 1.00000, 1.17420, 40.50000
Commuting, FH, 11.00000, 10.69691, 41.00000
Commuting, FH, 1.00000, 1.06086, 41.00000
Commuting, FH, 1.00000, 1.09042, 41.00000
Commuting, FH, 12.00000, 12.54479, 42.00000
Commuting, FH, 3.00000, 3.36016, 43.00000
Commuting, FH, 5.00000, 5.23746, 43.50000
Commuting, FH, 1.00000, 1.51499, 44.00000
Commuting, FH, 1.00000, 0.84066, 44.00000
Commuting, FH, 13.00000, 13.36853, 45.00000
Commuting, FH, 1.00000, 1.02361, 45.00000
Commuting, FH, 1.00000, 1.05380, 45.00000
Commuting, FH, 1.00000, 0.93653, 46.00000
Commuting, FH, 1.00000, 1.02576, 47.00000
Commuting, FH, 8.00000, 9.70571, 48.00000
Commuting, FH, 1.00000, 1.48483, 48.00000
Commuting, FH, 1.00000, 1.48787, 49.00000
Commuting, FH, 1.00000, 0.82635, 49.00000
Commuting, FH, 22.00000, 25.70581, 50.00000
Commuting, FH, 5.00000, 5.31024, 51.00000
Commuting, FH, 1.00000, 0.71485, 52.00000
Commuting, FH, 1.00000, 1.13613, 52.80000
Commuting, FH, 2.00000, 2.23793, 52.90000
Commuting, FH, 2.00000, 1.63153, 53.00000
Commuting, FH, 3.00000, 2.38382, 54.00000
Commuting, FH, 1.00000, 0.89573, 55.00000
Commuting, FH, 12.00000, 15.14380, 56.00000
Commuting, FH, 1.00000, 1.02556, 56.00000
Commuting, FH, 2.00000, 1.98145, 57.00000
Commuting, FH, 1.00000, 0.97585, 58.00000
Commuting, FH, 3.00000, 3.11844, 58.80000
Commuting, FH, 3.00000, 2.65981, 59.00000
Commuting, FH, 7.00000, 6.97910, 60.00000
Commuting, FH, 5.00000, 4.90644, 62.00000
Commuting, FH, 3.00000, 2.98335, 65.00000
Commuting, FH, 5.00000, 9.47960, 66.00000
Commuting, FH, 5.00000, 4.67097, 69.50000
Commuting, FH, 4.00000, 4.00775, 70.00000
Commuting, FH, 4.00000, 4.71702, 74.00000
Commuting, FH, 1.00000, 0.69056, 90.00000
Commuting, FH, 4.00000, 2.99806, 91.00000
Commuting, FH, 2.00000, 1.58861, 99.00000
Commuting, FH, 1.00000, 1.30226, 122.00000
Commuting, FH, 5.00000, 6.47708, 0.25000
Commuting, FH, 23.00000, 24.41870, 0.50000
Commuting, FH, 2.00000, 2.06945, 0.60000
Commuting, FH, 1.00000, 0.79408, 0.80000
Commuting, FH, 63.00000, 71.94236, 1.00000
Commuting, FH, 2.00000, 2.48765, 1.10000
Commuting, FH, 7.00000, 8.20097, 1.20000
Commuting, FH, 11.00000, 11.33295, 1.25000
Commuting, FH, 1.00000, 1.24077, 1.30000
Commuting, FH, 1.00000, 1.06912, 1.40000
Commuting, FH, 46.00000, 51.87009, 1.50000
Commuting, FH, 1.00000, 0.93161, 1.70000
Commuting, FH, 5.00000, 4.10718, 1.80000
Commuting, FH, 113.00000, 122.03422, 2.00000
Commuting, FH, 2.00000, 2.15547, 2.10000
Commuting, FH, 8.00000, 8.92707, 2.20000
Commuting, FH, 5.00000, 5.77204, 2.25000
Commuting, FH, 1.00000, 0.86098, 2.27000
Commuting, FH, 3.00000, 3.16063, 2.30000
Commuting, FH, 3.00000, 2.70253, 2.40000
Commuting, FH, 50.00000, 57.43054, 2.50000
Commuting, FH, 1.00000, 0.76836, 2.60000
Commuting, FH, 5.00000, 6.74521, 2.70000
Commuting, FH, 1.00000, 1.55267, 2.80000
Commuting, FH, 114.00000, 128.36205, 3.00000
Commuting, FH, 1.00000, 1.04266, 3.20000
Commuting, FH, 8.00000, 9.75588, 3.40000
Commuting, FH, 7.00000, 7.43827, 3.50000
Commuting, FH, 1.00000, 0.74853, 3.60000
Commuting, FH, 1.00000, 0.79554, 3.70000
Commuting, FH, 5.00000, 5.88736, 3.80000
Commuting, FH, 56.00000, 64.98276, 4.00000
Commuting, FH, 8.00000, 10.10729, 4.30000
Commuting, FH, 13.00000, 15.16144, 4.50000
Commuting, FH, 5.00000, 6.13847, 4.70000
Commuting, FH, 56.00000, 58.28332, 5.00000
Commuting, FH, 7.00000, 7.13594, 5.50000
Commuting, FH, 1.00000, 0.88411, 5.70000
Commuting, FH, 38.00000, 42.17042, 6.00000
Commuting, FH, 1.00000, 1.35501, 6.70000
Commuting, FH, 30.00000, 33.55989, 7.00000
Commuting, FH, 4.00000, 3.64280, 7.10000
Commuting, FH, 5.00000, 4.18778, 7.20000
Commuting, FH, 2.00000, 2.32789, 7.30000
Commuting, FH, 1.00000, 1.21674, 7.40000
Commuting, FH, 8.00000, 6.82274, 7.50000
Commuting, FH, 44.00000, 49.68571, 8.00000
Commuting, FH, 2.00000, 2.46248, 8.50000
Commuting, FH, 3.00000, 3.49125, 8.70000
Commuting, FH, 12.00000, 13.21631, 9.00000
Commuting, FH, 4.00000, 3.19676, 9.30000
Commuting, FH, 19.00000, 20.82713, 10.00000
Commuting, FH, 3.00000, 5.76171, 10.10000
Commuting, FH, 2.00000, 1.97002, 10.40000
Commuting, FH, 1.00000, 1.00568, 10.50000
Commuting, FH, 28.00000, 39.58349, 11.00000
Commuting, FH, 2.00000, 1.90394, 11.30000
Commuting, FH, 2.00000, 2.02111, 11.50000
Commuting, FH, 24.00000, 30.94952, 12.00000
Commuting, FH, 5.00000, 5.46186, 12.60000
Commuting, FH, 1.00000, 1.08058, 12.70000
Commuting, FH, 1.00000, 1.25240, 12.90000
Commuting, FH, 10.00000, 10.73762, 13.00000
Commuting, FH, 4.00000, 3.37473, 13.50000
Commuting, FH, 2.00000, 2.03186, 13.70000
Commuting, FH, 10.00000, 16.82856, 14.00000
Commuting, FH, 1.00000, 0.97914, 14.40000
Commuting, FH, 18.00000, 19.55244, 15.00000
Commuting, FH, 1.00000, 1.30760, 15.50000
Commuting, FH, 1.00000, 0.95612, 15.60000
Commuting, FH, 11.00000, 11.69080, 16.00000
Commuting, FH, 17.00000, 22.53071, 17.00000
Commuting, FH, 11.00000, 11.79199, 18.00000
Commuting, FH, 14.00000, 18.45494, 20.00000
Commuting, FH, 2.00000, 2.43923, 20.30000
Commuting, FH, 2.00000, 2.57626, 20.40000
Commuting, FH, 1.00000, 1.16301, 22.00000
Commuting, FH, 7.00000, 5.54283, 22.20000
Commuting, FH, 10.00000, 13.50074, 23.00000
Commuting, FH, 1.00000, 1.35119, 24.00000
Commuting, FH, 7.00000, 8.93279, 25.00000
Commuting, FH, 5.00000, 5.13582, 26.00000
Commuting, FH, 8.00000, 12.12031, 27.00000
Commuting, FH, 5.00000, 5.35111, 28.00000
Commuting, FH, 6.00000, 5.61758, 29.00000
Commuting, FH, 7.00000, 8.43469, 30.00000
Commuting, FH, 2.00000, 2.23234, 31.00000
Commuting, FH, 5.00000, 5.23080, 33.00000
Commuting, FH, 1.00000, 0.94492, 35.00000
Commuting, FH, 3.00000, 4.41124, 43.00000
Commuting, FH, 4.00000, 4.46521, 45.00000
Commuting, FH, 1.00000, 1.01383, 62.00000
Commuting, FH, 1.00000, 1.36441, 110.00000
Commuting, FH, 13.00000, 13.40516, 1.00000
Commuting, FH, 5.00000, 4.93203, 1.10000
Commuting, FH, 5.00000, 4.65478, 1.40000
Commuting, FH, 10.00000, 11.20701, 1.50000
Commuting, FH, 38.00000, 40.70936, 2.00000
Commuting, FH, 1.00000, 1.47572, 2.00000
Commuting, FH, 4.00000, 4.03680, 2.40000
Commuting, FH, 18.00000, 17.39899, 2.50000
Commuting, FH, 4.00000, 6.54043, 2.80000
Commuting, FH, 1.00000, 1.64043, 2.80000
Commuting, FH, 23.00000, 21.94721, 3.00000
Commuting, FH, 1.00000, 1.56371, 3.00000
Commuting, FH, 1.00000, 1.60093, 3.00000
Commuting, FH, 1.00000, 1.02292, 3.30000
Commuting, FH, 5.00000, 5.12001, 3.50000
Commuting, FH, 21.00000, 21.96636, 4.00000
Commuting, FH, 5.00000, 5.53715, 4.50000
Commuting, FH, 2.00000, 1.49711, 4.75000
Commuting, FH, 33.00000, 36.06563, 5.00000
Commuting, FH, 2.00000, 2.03248, 5.00000
Commuting, FH, 1.00000, 1.15094, 5.00000
Commuting, FH, 8.00000, 6.99925, 5.50000
Commuting, FH, 13.00000, 14.21335, 6.00000
Commuting, FH, 3.00000, 3.03129, 6.50000
Commuting, FH, 1.00000, 0.94505, 6.50000
Commuting, FH, 32.00000, 42.87190, 7.00000
Commuting, FH, 1.00000, 1.05331, 7.00000
Commuting, FH, 1.00000, 1.22675, 7.80000
Commuting, FH, 24.00000, 28.97574, 8.00000
Commuting, FH, 4.00000, 6.14972, 8.00000
Commuting, FH, 5.00000, 5.77940, 8.20000
Commuting, FH, 1.00000, 0.93901, 8.40000
Commuting, FH, 1.00000, 0.78521, 8.70000
Commuting, FH, 18.00000, 19.43361, 9.00000
Commuting, FH, 2.00000, 2.02470, 9.00000
Commuting, FH, 1.00000, 1.17102, 9.00000
Commuting, FH, 2.00000, 1.70876, 9.80000
Commuting, FH, 18.00000, 18.00535, 10.00000
Commuting, FH, 5.00000, 5.02247, 10.30000
Commuting, FH, 3.00000, 3.18415, 10.50000
Commuting, FH, 24.00000, 27.01160, 11.00000
Commuting, FH, 1.00000, 0.86804, 11.30000
Commuting, FH, 24.00000, 29.51532, 12.00000
Commuting, FH, 4.00000, 3.70884, 12.20000
Commuting, FH, 17.00000, 17.97633, 13.00000
Commuting, FH, 1.00000, 1.00857, 13.00000
Commuting, FH, 1.00000, 0.99488, 13.00000
Commuting, FH, 27.00000, 31.79745, 14.00000
Commuting, FH, 1.00000, 0.77083, 14.00000
Commuting, FH, 2.00000, 2.49749, 14.20000
Commuting, FH, 2.00000, 1.82711, 14.40000
Commuting, FH, 1.00000, 0.93751, 14.50000
Commuting, FH, 2.00000, 2.22427, 14.60000
Commuting, FH, 1.00000, 1.13338, 14.60000
Commuting, FH, 1.00000, 0.90733, 14.70000
Commuting, FH, 34.00000, 38.38087, 15.00000
Commuting, FH, 1.00000, 1.44256, 15.00000
Commuting, FH, 1.00000, 0.88808, 15.00000
Commuting, FH, 2.00000, 1.94120, 15.80000
Commuting, FH, 2.00000, 1.93214, 15.90000
Commuting, FH, 10.00000, 12.62525, 16.00000
Commuting, FH, 1.00000, 1.27063, 16.00000
Commuting, FH, 1.00000, 1.18763, 16.00000
Commuting, FH, 6.00000, 9.19382, 17.00000
Commuting, FH, 1.00000, 1.16962, 17.10000
Commuting, FH, 7.00000, 6.19305, 18.00000
Commuting, FH, 5.00000, 6.03512, 19.00000
Commuting, FH, 1.00000, 1.14306, 19.00000
Commuting, FH, 1.00000, 1.31629, 19.00000
Commuting, FH, 31.00000, 38.25932, 20.00000
Commuting, FH, 1.00000, 1.47572, 20.00000
Commuting, FH, 6.00000, 7.05979, 20.30000
Commuting, FH, 1.00000, 0.96623, 20.30000
Commuting, FH, 1.00000, 0.97102, 20.80000
Commuting, FH, 4.00000, 3.36833, 21.00000
Commuting, FH, 1.00000, 0.97968, 21.00000
Commuting, FH, 1.00000, 1.04005, 21.40000
Commuting, FH, 10.00000, 9.01975, 22.00000
Commuting, FH, 1.00000, 1.20525, 22.40000
Commuting, FH, 1.00000, 1.29755, 22.60000
Commuting, FH, 14.00000, 15.53332, 23.00000
Commuting, FH, 1.00000, 1.11129, 23.00000
Commuting, FH, 1.00000, 1.21157, 23.50000
Commuting, FH, 1.00000, 1.20006, 24.00000
Commuting, FH, 1.00000, 0.98682, 24.80000
Commuting, FH, 7.00000, 8.33414, 25.00000
Commuting, FH, 1.00000, 1.00209, 25.00000
Commuting, FH, 5.00000, 3.84911, 25.50000
Commuting, FH, 4.00000, 4.26646, 26.00000
Commuting, FH, 1.00000, 1.10716, 26.40000
Commuting, FH, 6.00000, 7.77690, 27.00000
Commuting, FH, 1.00000, 1.17581, 27.00000
Commuting, FH, 1.00000, 1.23222, 27.10000
Commuting, FH, 8.00000, 6.65212, 28.00000
Commuting, FH, 2.00000, 1.87435, 28.40000
Commuting, FH, 1.00000, 0.97729, 28.50000
Commuting, FH, 1.00000, 1.00055, 28.50000
Commuting, FH, 2.00000, 1.93030, 29.00000
Commuting, FH, 6.00000, 6.60251, 30.00000
Commuting, FH, 2.00000, 2.02751, 30.00000
Commuting, FH, 2.00000, 1.96649, 30.00000
Commuting, FH, 5.00000, 4.74745, 32.00000
Commuting, FH, 1.00000, 1.52976, 32.00000
Commuting, FH, 5.00000, 6.61349, 33.00000
Commuting, FH, 1.00000, 1.09345, 33.80000
Commuting, FH, 5.00000, 5.35411, 34.00000
Commuting, FH, 5.00000, 5.16905, 37.00000
Commuting, FH, 1.00000, 1.10101, 37.00000
Commuting, FH, 1.00000, 1.22378, 37.00000
Commuting, FH, 6.00000, 7.37025, 38.00000
Commuting, FH, 2.00000, 3.15917, 38.30000
Commuting, FH, 1.00000, 1.58314, 38.40000
Commuting, FH, 5.00000, 6.80395, 42.50000
Commuting, FH, 2.00000, 1.52612, 43.00000
Commuting, FH, 2.00000, 1.92731, 45.00000
Commuting, FH, 2.00000, 1.40210, 46.00000
Commuting, FH, 1.00000, 0.71639, 46.00000
Commuting, FH, 1.00000, 0.73635, 46.00000
Commuting, FH, 1.00000, 0.83641, 48.00000
Commuting, FH, 3.00000, 2.91411, 50.00000
Commuting, FH, 1.00000, 1.07355, 52.00000
Commuting, FH, 5.00000, 5.17006, 52.50000
Commuting, FH, 2.00000, 1.93885, 53.00000
Commuting, FH, 1.00000, 1.08556, 54.00000
Commuting, FH, 1.00000, 1.06318, 55.70000
Commuting, FH, 2.00000, 2.18892, 56.00000
Commuting, FH, 1.00000, 1.09274, 56.80000
Commuting, FH, 8.00000, 9.23372, 60.00000
Commuting, FH, 3.00000, 3.73862, 61.00000
Commuting, FH, 1.00000, 1.08562, 62.10000
Commuting, FH, 1.00000, 0.87137, 64.00000
Commuting, FH, 3.00000, 3.44560, 65.00000
Commuting, FH, 1.00000, 0.95564, 70.00000
Commuting, FH, 1.00000, 1.19046, 72.00000
Commuting, FH, 1.00000, 1.20980, 72.00000
Commuting, FH, 5.00000, 6.26194, 75.00000
Commuting, FH, 1.00000, 1.65950, 85.00000
Commuting, FH, 1.00000, 1.18515, 104.00000
Commuting, FH, 1.00000, 1.02361, 110.00000
Commuting, FH, 4.00000, 4.65202, 2.00000
Commuting, FH, 2.00000, 2.26305, 2.00000
Commuting, FH, 2.00000, 2.26773, 2.00000
Commuting, FH, 5.00000, 5.54634, 3.00000
Commuting, FH, 1.00000, 0.74221, 6.00000
Commuting, FH, 2.00000, 1.44741, 6.50000
Commuting, FH, 4.00000, 6.34337, 7.20000
Commuting, FH, 7.00000, 7.95587, 8.00000
Commuting, FH, 1.00000, 1.07460, 8.00000
Commuting, FH, 3.00000, 3.74442, 9.00000
Commuting, FH, 1.00000, 1.19521, 9.00000
Commuting, FH, 11.00000, 12.12547, 10.00000
Commuting, FH, 1.00000, 0.84311, 10.00000
Commuting, FH, 1.00000, 1.15426, 10.90000
Commuting, FH, 5.00000, 4.91355, 11.00000
Commuting, FH, 3.00000, 3.55809, 12.00000
Commuting, FH, 5.00000, 4.98285, 12.70000
Commuting, FH, 1.00000, 0.88365, 14.00000
Commuting, FH, 5.00000, 5.05495, 15.00000
Commuting, FH, 12.00000, 12.69961, 16.00000
Commuting, FH, 9.00000, 11.23235, 17.00000
Commuting, FH, 1.00000, 0.87866, 17.00000
Commuting, FH, 4.00000, 4.56061, 18.00000
Commuting, FH, 1.00000, 1.23154, 18.00000
Commuting, FH, 3.00000, 2.49550, 19.00000
Commuting, FH, 19.00000, 19.59295, 20.00000
Commuting, FH, 1.00000, 0.79835, 20.50000
Commuting, FH, 4.00000, 3.84555, 22.00000
Commuting, FH, 5.00000, 5.63400, 23.00000
Commuting, FH, 3.00000, 3.05896, 23.30000
Commuting, FH, 5.00000, 3.67752, 23.50000
Commuting, FH, 1.00000, 0.87513, 25.00000
Commuting, FH, 1.00000, 1.11771, 26.00000
Commuting, FH, 4.00000, 6.59327, 28.00000
Commuting, FH, 5.00000, 4.65677, 30.00000
Commuting, FH, 1.00000, 0.95712, 30.00000
Commuting, FH, 1.00000, 0.98138, 30.00000
Commuting, FH, 5.00000, 7.22004, 31.50000
Commuting, FH, 1.00000, 0.77819, 33.00000
Commuting, FH, 3.00000, 3.94642, 35.00000
Commuting, FH, 5.00000, 5.16736, 37.00000
Commuting, FH, 4.00000, 4.34489, 42.00000
Commuting, FH, 5.00000, 4.71013, 45.00000
Commuting, FH, 1.00000, 0.91447, 45.00000
Commuting, FH, 2.00000, 2.16276, 47.00000
Commuting, FH, 3.00000, 2.82945, 48.00000
Commuting, FH, 1.00000, 0.70502, 50.00000
Commuting, FH, 3.00000, 2.82681, 64.00000
Commuting, FH, 1.00000, 0.94141, 71.60000
Commuting, FH, 1.00000, 0.82905, 80.00000
Commuting, FH, 2.00000, 2.02397, 92.00000
Commuting, FH, 2.00000, 2.05051, 100.00000
Commuting, FH, 5.00000, 4.92832, 104.00000
Commuting, FH, 1.00000, 0.95796, 105.00000
Commuting, FH, 1.00000, 1.56018, 160.00000
Commuting, TH, 1.00000, 0.89454, 120.00000
Commuting, TH, 1.00000, 1.06262, 1.50000
Commuting, TH, 1.00000, 0.73414, 5.10000
Commuting, TH, 1.00000, 1.05622, 5.60000
Commuting, TH, 3.00000, 2.34935, 5.80000
Commuting, TH, 2.00000, 1.99252, 6.00000
Commuting, TH, 1.00000, 0.93294, 6.00000
Commuting, TH, 7.00000, 5.90280, 7.00000
Commuting, TH, 3.00000, 2.27211, 7.30000
Commuting, TH, 4.00000, 4.65127, 8.00000
Commuting, TH, 1.00000, 1.14681, 8.00000
Commuting, TH, 1.00000, 1.18063, 8.00000
Commuting, TH, 3.00000, 3.22580, 9.00000
Commuting, TH, 1.00000, 1.16262, 9.50000
Commuting, TH, 4.00000, 4.07814, 9.60000
Commuting, TH, 1.00000, 1.04273, 9.60000
Commuting, TH, 15.00000, 14.74327, 10.00000
Commuting, TH, 3.00000, 2.78513, 11.00000
Commuting, TH, 9.00000, 9.43721, 12.00000
Commuting, TH, 1.00000, 1.17350, 12.00000
Commuting, TH, 1.00000, 1.09684, 12.00000
Commuting, TH, 11.00000, 10.44341, 13.00000
Commuting, TH, 5.00000, 4.72355, 13.50000
Commuting, TH, 1.00000, 0.96881, 13.50000
Commuting, TH, 1.00000, 0.90553, 13.50000
Commuting, TH, 5.00000, 6.00863, 14.00000
Commuting, TH, 1.00000, 1.20353, 14.00000
Commuting, TH, 5.00000, 6.97491, 15.00000
Commuting, TH, 1.00000, 1.06924, 15.90000
Commuting, TH, 2.00000, 2.18457, 16.00000
Commuting, TH, 1.00000, 1.17053, 16.10000
Commuting, TH, 2.00000, 2.44535, 17.00000
Commuting, TH, 2.00000, 2.36230, 17.10000
Commuting, TH, 4.00000, 3.39286, 17.50000
Commuting, TH, 1.00000, 0.87313, 17.50000
Commuting, TH, 1.00000, 0.88096, 17.50000
Commuting, TH, 3.00000, 3.40447, 18.00000
Commuting, TH, 1.00000, 1.08474, 18.00000
Commuting, TH, 3.00000, 1.84079, 19.00000
Commuting, TH, 4.00000, 5.67702, 20.00000
Commuting, TH, 1.00000, 1.16487, 21.50000
Commuting, TH, 5.00000, 4.04044, 22.00000
Commuting, TH, 1.00000, 0.71775, 22.00000
Commuting, TH, 2.00000, 2.16551, 22.20000
Commuting, TH, 1.00000, 1.05249, 22.80000
Commuting, TH, 1.00000, 1.07867, 23.00000
Commuting, TH, 5.00000, 6.19626, 24.00000
Commuting, TH, 1.00000, 1.15913, 24.00000
Commuting, TH, 2.00000, 2.28387, 29.00000
Commuting, TH, 1.00000, 1.19185, 29.00000
Commuting, TH, 2.00000, 2.37700, 37.00000
Commuting, TH, 1.00000, 0.98759, 40.00000
Commuting, TH, 2.00000, 1.98365, 41.00000
Commuting, TH, 5.00000, 6.04481, 42.00000
Commuting, TH, 1.00000, 1.15902, 49.00000
Commuting, TH, 4.00000, 4.54652, 55.00000
Commuting, TH, 1.00000, 1.15196, 55.00000
Commuting, TH, 1.00000, 1.12378, 75.00000
Commuting, TH, 2.00000, 2.00383, 76.00000
Commuting, TH, 1.00000, 1.27720, 96.00000
Commuting, TH, 1.00000, 1.05110, 110.00000
Commuting, TH, 1.00000, 0.92872, 74.00000
Commuting, TH, 1.00000, 0.89679, 77.00000
Commuting, TH, 5.00000, 4.08169, 86.00000
Commuting, TH, 4.00000, 4.04084, 90.00000
Commuting, TH, 1.00000, 1.36200, 165.00000
Commuting, TH, 3.00000, 3.64883, 170.00000
Commuting, TH, 5.00000, 6.15830, 0.10000
Commuting, TH, 1.00000, 1.25250, 0.10000
Commuting, TH, 1.00000, 1.27281, 0.10000
Commuting, TH, 1.00000, 0.65257, 0.11000
Commuting, TH, 16.00000, 15.52910, 0.25000
Commuting, TH, 2.00000, 1.71624, 0.25000
Commuting, TH, 4.00000, 4.21252, 0.30000
Commuting, TH, 2.00000, 2.25380, 0.40000
Commuting, TH, 95.00000, 99.73990, 0.50000
Commuting, TH, 7.00000, 6.67965, 0.50000
Commuting, TH, 6.00000, 5.45331, 0.50000
Commuting, TH, 12.00000, 12.43542, 0.60000
Commuting, TH, 1.00000, 1.69278, 0.60000
Commuting, TH, 10.00000, 11.71869, 0.70000
Commuting, TH, 1.00000, 1.14004, 0.70000
Commuting, TH, 6.00000, 7.41705, 0.75000
Commuting, TH, 1.00000, 1.12432, 0.75000
Commuting, TH, 1.00000, 1.23062, 0.75000
Commuting, TH, 1.00000, 1.00896, 0.80000
Commuting, TH, 1.00000, 1.36442, 0.80000
Commuting, TH, 6.00000, 6.04859, 0.90000
Commuting, TH, 314.00000, 361.84680, 1.00000
Commuting, TH, 26.00000, 29.83239, 1.00000
Commuting, TH, 18.00000, 20.48567, 1.00000
Commuting, TH, 7.00000, 7.34289, 1.10000
Commuting, TH, 37.00000, 47.00029, 1.20000
Commuting, TH, 1.00000, 1.17368, 1.20000
Commuting, TH, 2.00000, 2.26542, 1.20000
Commuting, TH, 5.00000, 5.20784, 1.25000
Commuting, TH, 10.00000, 9.41865, 1.30000
Commuting, TH, 15.00000, 16.70389, 1.40000
Commuting, TH, 171.00000, 203.43667, 1.50000
Commuting, TH, 21.00000, 23.61404, 1.50000
Commuting, TH, 13.00000, 15.29412, 1.50000
Commuting, TH, 13.00000, 13.10447, 1.60000
Commuting, TH, 2.00000, 2.05876, 1.60000
Commuting, TH, 19.00000, 22.12626, 1.70000
Commuting, TH, 2.00000, 2.92456, 1.70000
Commuting, TH, 1.00000, 1.43807, 1.70000
Commuting, TH, 4.00000, 3.79859, 1.75000
Commuting, TH, 10.00000, 8.25425, 1.80000
Commuting, TH, 1.00000, 1.14792, 1.80000
Commuting, TH, 9.00000, 9.22522, 1.90000
Commuting, TH, 473.00000, 505.63303, 2.00000
Commuting, TH, 52.00000, 55.36961, 2.00000
Commuting, TH, 24.00000, 27.33080, 2.00000
Commuting, TH, 9.00000, 10.02467, 2.10000
Commuting, TH, 2.00000, 2.58850, 2.10000
Commuting, TH, 18.00000, 19.84122, 2.20000
Commuting, TH, 2.00000, 2.43726, 2.20000
Commuting, TH, 1.00000, 0.78515, 2.24000
Commuting, TH, 1.00000, 0.78515, 2.25000
Commuting, TH, 6.00000, 7.10774, 2.30000
Commuting, TH, 3.00000, 4.80804, 2.30000
Commuting, TH, 2.00000, 3.16188, 2.30000
Commuting, TH, 16.00000, 15.52000, 2.40000
Commuting, TH, 1.00000, 0.90726, 2.40000
Commuting, TH, 1.00000, 0.93249, 2.40000
Commuting, TH, 171.00000, 188.42810, 2.50000
Commuting, TH, 7.00000, 8.02193, 2.50000
Commuting, TH, 5.00000, 4.91996, 2.50000
Commuting, TH, 13.00000, 12.79635, 2.60000
Commuting, TH, 1.00000, 1.36272, 2.60000
Commuting, TH, 6.00000, 7.12958, 2.70000
Commuting, TH, 1.00000, 1.20172, 2.71000
Commuting, TH, 1.00000, 1.23343, 2.71000
Commuting, TH, 3.00000, 2.62942, 2.75000
Commuting, TH, 16.00000, 19.22710, 2.80000
Commuting, TH, 1.00000, 1.56431, 2.86000
Commuting, TH, 2.00000, 2.16855, 2.90000
Commuting, TH, 2.00000, 2.22662, 2.90000
Commuting, TH, 460.00000, 533.20048, 3.00000
Commuting, TH, 39.00000, 47.82278, 3.00000
Commuting, TH, 26.00000, 31.04290, 3.00000
Commuting, TH, 8.00000, 7.92268, 3.10000
Commuting, TH, 7.00000, 7.00168, 3.20000
Commuting, TH, 2.00000, 1.81353, 3.25000
Commuting, TH, 15.00000, 13.01989, 3.30000
Commuting, TH, 2.00000, 2.05842, 3.30000
Commuting, TH, 2.00000, 2.50823, 3.30000
Commuting, TH, 8.00000, 9.02833, 3.40000
Commuting, TH, 1.00000, 1.13418, 3.40000
Commuting, TH, 84.00000, 90.45148, 3.50000
Commuting, TH, 11.00000, 12.32153, 3.50000
Commuting, TH, 11.00000, 13.43642, 3.50000
Commuting, TH, 33.00000, 35.67749, 3.60000
Commuting, TH, 1.00000, 1.14792, 3.60000
Commuting, TH, 19.00000, 19.36711, 3.70000
Commuting, TH, 1.00000, 1.13406, 3.70000
Commuting, TH, 1.00000, 1.04228, 3.70000
Commuting, TH, 11.00000, 12.92900, 3.80000
Commuting, TH, 1.00000, 1.04745, 3.80000
Commuting, TH, 1.00000, 1.16236, 3.80000
Commuting, TH, 12.00000, 13.11845, 3.90000
Commuting, TH, 1.00000, 0.80062, 3.90000
Commuting, TH, 1.00000, 1.04228, 3.90000
Commuting, TH, 324.00000, 375.97764, 4.00000
