Purpose, Direction, CountOfSurveyYear, Trips, StageDistance
Business, FH, 1.00000, 1.07094, 135.00000
Business, FH, 1.00000, 1.17447, 350.00000
Business, FH, 1.00000, 1.25521, 1.50000
Business, FH, 1.00000, 1.29806, 178.30000
Business, FH, 1.00000, 1.74485, 180.00000
Business, FH, 1.00000, 0.88786, 243.00000
Business, FH, 1.00000, 1.00841, 274.00000
Business, FH, 1.00000, 0.72834, 90.00000
Business, FH, 1.00000, 1.17730, 135.00000
Business, FH, 1.00000, 0.88667, 140.00000
Business, FH, 1.00000, 1.05502, 145.00000
Business, FH, 1.00000, 1.09345, 200.00000
Business, FH, 1.00000, 0.66840, 10.00000
Business, FH, 1.00000, 1.36232, 11.30000
Business, FH, 1.00000, 0.62614, 17.00000
Business, FH, 1.00000, 0.88703, 20.00000
Business, FH, 1.00000, 0.86123, 27.00000
Business, FH, 1.00000, 1.19217, 29.00000
Business, FH, 2.00000, 2.00644, 30.00000
Business, FH, 3.00000, 3.89417, 31.50000
Business, FH, 1.00000, 1.60450, 35.00000
Business, FH, 2.00000, 1.72134, 37.00000
Business, FH, 1.00000, 1.14331, 38.00000
Business, FH, 2.00000, 2.17155, 40.00000
Business, FH, 1.00000, 0.97587, 41.00000
Business, FH, 1.00000, 1.27695, 42.40000
Business, FH, 1.00000, 0.88703, 46.00000
Business, FH, 1.00000, 0.97587, 58.00000
Business, FH, 3.00000, 3.25796, 65.00000
Business, FH, 1.00000, 0.96360, 69.50000
Business, FH, 2.00000, 2.08791, 74.00000
Business, FH, 1.00000, 0.97245, 81.00000
Business, FH, 1.00000, 0.98549, 82.00000
Business, FH, 2.00000, 1.81876, 88.00000
Business, FH, 1.00000, 0.91280, 101.00000
Business, FH, 2.00000, 2.71406, 110.00000
Business, FH, 1.00000, 0.79449, 135.00000
Business, FH, 1.00000, 1.03806, 142.00000
Business, FH, 1.00000, 0.72341, 146.00000
Business, FH, 1.00000, 0.74945, 2.00000
Business, FH, 1.00000, 1.12395, 62.00000
Business, FH, 2.00000, 2.28663, 73.00000
Business, FH, 1.00000, 1.14331, 75.00000
Business, FH, 1.00000, 0.67166, 80.00000
Business, FH, 1.00000, 0.90369, 83.00000
Business, FH, 1.00000, 0.92405, 100.00000
Business, FH, 1.00000, 0.93778, 109.00000
Business, FH, 1.00000, 0.83666, 126.00000
Business, FH, 1.00000, 1.10716, 127.00000
Business, FH, 1.00000, 0.83082, 158.00000
Business, FH, 1.00000, 0.94492, 160.00000
Business, FH, 1.00000, 0.77196, 169.00000
Business, FH, 1.00000, 1.04035, 179.00000
Business, FH, 3.00000, 2.85332, 0.25000
Business, FH, 1.00000, 0.84271, 0.30000
Business, FH, 19.00000, 20.24994, 0.50000
Business, FH, 3.00000, 2.83086, 0.50000
Business, FH, 1.00000, 0.93317, 0.50000
Business, FH, 1.00000, 1.29359, 0.60000
Business, FH, 1.00000, 1.24173, 0.70000
Business, FH, 1.00000, 1.01471, 0.70000
Business, FH, 1.00000, 0.81187, 0.90000
Business, FH, 53.00000, 53.59268, 1.00000
Business, FH, 2.00000, 1.71853, 1.00000
Business, FH, 6.00000, 6.14350, 1.00000
Business, FH, 2.00000, 2.14888, 1.20000
Business, FH, 22.00000, 23.47949, 1.50000
Business, FH, 6.00000, 6.62287, 1.50000
Business, FH, 1.00000, 0.95663, 1.50000
Business, FH, 1.00000, 0.93581, 1.70000
Business, FH, 5.00000, 4.33097, 1.90000
Business, FH, 48.00000, 50.27871, 2.00000
Business, FH, 5.00000, 5.34856, 2.00000
Business, FH, 5.00000, 4.96865, 2.00000
Business, FH, 4.00000, 3.80370, 2.10000
Business, FH, 1.00000, 0.72241, 2.30000
Business, FH, 1.00000, 0.62985, 2.40000
Business, FH, 18.00000, 20.01604, 2.50000
Business, FH, 1.00000, 1.10695, 2.50000
Business, FH, 1.00000, 1.24208, 2.60000
Business, FH, 1.00000, 1.24208, 2.60000
Business, FH, 8.00000, 8.65184, 2.70000
Business, FH, 2.00000, 3.08624, 2.86000
Business, FH, 53.00000, 55.07508, 3.00000
Business, FH, 5.00000, 5.38989, 3.00000
Business, FH, 4.00000, 4.67135, 3.00000
Business, FH, 1.00000, 0.86158, 3.10000
Business, FH, 2.00000, 2.33146, 3.20000
Business, FH, 2.00000, 2.11875, 3.30000
Business, FH, 2.00000, 2.24868, 3.40000
Business, FH, 4.00000, 4.46090, 3.50000
Business, FH, 3.00000, 2.83180, 3.60000
Business, FH, 2.00000, 2.11468, 3.60000
Business, FH, 1.00000, 0.89895, 3.70000
Business, FH, 2.00000, 1.66247, 3.80000
Business, FH, 41.00000, 42.43778, 4.00000
Business, FH, 2.00000, 2.17755, 4.00000
Business, FH, 1.00000, 1.33470, 4.00000
Business, FH, 8.00000, 7.57818, 4.20000
Business, FH, 3.00000, 2.98262, 4.30000
Business, FH, 8.00000, 7.85505, 4.50000
Business, FH, 1.00000, 0.86561, 4.50000
Business, FH, 1.00000, 0.86561, 4.50000
Business, FH, 1.00000, 0.76178, 4.83000
Business, FH, 1.00000, 0.76178, 4.83000
Business, FH, 44.00000, 44.54950, 5.00000
Business, FH, 6.00000, 5.12716, 5.00000
Business, FH, 5.00000, 5.75454, 5.00000
Business, FH, 1.00000, 0.62614, 5.10000
Business, FH, 4.00000, 4.94751, 5.50000
Business, FH, 2.00000, 2.04898, 5.60000
Business, FH, 1.00000, 1.36232, 5.80000
Business, FH, 1.00000, 1.10883, 5.80000
Business, FH, 49.00000, 54.57871, 6.00000
Business, FH, 8.00000, 8.46376, 6.00000
Business, FH, 2.00000, 2.52024, 6.00000
Business, FH, 1.00000, 1.54312, 6.40000
Business, FH, 2.00000, 2.61584, 6.42000
Business, FH, 1.00000, 0.76178, 6.44000
Business, FH, 1.00000, 1.27695, 6.50000
Business, FH, 1.00000, 1.23835, 6.60000
Business, FH, 1.00000, 1.17570, 6.80000
Business, FH, 23.00000, 23.16369, 7.00000
Business, FH, 4.00000, 4.43484, 7.00000
Business, FH, 2.00000, 1.97029, 7.00000
Business, FH, 1.00000, 1.10883, 7.10000
Business, FH, 1.00000, 0.72474, 7.30000
Business, FH, 1.00000, 0.81187, 7.40000
Business, FH, 2.00000, 2.11523, 7.50000
Business, FH, 2.00000, 2.08166, 7.60000
Business, FH, 1.00000, 1.12993, 7.80000
Business, FH, 1.00000, 0.88423, 7.90000
Business, FH, 27.00000, 27.92348, 8.00000
Business, FH, 1.00000, 1.36232, 8.10000
Business, FH, 4.00000, 3.56751, 8.40000
Business, FH, 2.00000, 1.75266, 8.50000
Business, FH, 1.00000, 0.94197, 8.50000
Business, FH, 1.00000, 0.94197, 8.50000
Business, FH, 1.00000, 1.23835, 8.60000
Business, FH, 25.00000, 26.15940, 9.00000
Business, FH, 1.00000, 0.86831, 9.00000
Business, FH, 2.00000, 1.96791, 9.00000
Business, FH, 1.00000, 1.25556, 9.30000
Business, FH, 1.00000, 1.09570, 9.50000
Business, FH, 39.00000, 36.54101, 10.00000
Business, FH, 1.00000, 0.97035, 10.00000
Business, FH, 1.00000, 0.74059, 10.30000
Business, FH, 3.00000, 3.27084, 10.50000
Business, FH, 1.00000, 1.36232, 10.80000
Business, FH, 9.00000, 8.70351, 11.00000
Business, FH, 1.00000, 0.92809, 11.00000
Business, FH, 1.00000, 0.92809, 11.00000
Business, FH, 1.00000, 0.83849, 11.30000
Business, FH, 3.00000, 2.50415, 11.50000
Business, FH, 14.00000, 14.41200, 12.00000
Business, FH, 3.00000, 3.09236, 12.00000
Business, FH, 1.00000, 1.30792, 12.00000
Business, FH, 2.00000, 1.74433, 12.50000
Business, FH, 2.00000, 1.53398, 12.70000
Business, FH, 15.00000, 13.69092, 13.00000
Business, FH, 1.00000, 0.82157, 13.00000
Business, FH, 1.00000, 0.94322, 13.00000
Business, FH, 6.00000, 6.41091, 13.50000
Business, FH, 1.00000, 0.88133, 13.90000
Business, FH, 15.00000, 15.55928, 14.00000
Business, FH, 1.00000, 1.91404, 14.00000
Business, FH, 1.00000, 0.92321, 14.50000
Business, FH, 3.00000, 2.51762, 14.60000
Business, FH, 3.00000, 3.05722, 14.80000
Business, FH, 22.00000, 23.21237, 15.00000
Business, FH, 1.00000, 1.37451, 15.00000
Business, FH, 1.00000, 1.51381, 15.00000
Business, FH, 1.00000, 0.83956, 15.50000
Business, FH, 4.00000, 5.25956, 15.60000
Business, FH, 21.00000, 21.91990, 16.00000
Business, FH, 1.00000, 1.10716, 16.00000
Business, FH, 1.00000, 1.07137, 16.20000
Business, FH, 1.00000, 0.82832, 16.40000
Business, FH, 16.00000, 13.67024, 17.00000
Business, FH, 1.00000, 1.15280, 17.30000
Business, FH, 5.00000, 7.45159, 17.70000
Business, FH, 1.00000, 1.49032, 17.70000
Business, FH, 14.00000, 15.22673, 18.00000
Business, FH, 1.00000, 1.17625, 18.00000
Business, FH, 1.00000, 0.74059, 18.20000
Business, FH, 1.00000, 0.88812, 18.50000
Business, FH, 1.00000, 0.67166, 18.50000
Business, FH, 6.00000, 5.94358, 19.00000
Business, FH, 1.00000, 1.10211, 19.00000
Business, FH, 1.00000, 0.76077, 19.30000
Business, FH, 3.00000, 2.53472, 19.50000
Business, FH, 19.00000, 18.01499, 20.00000
Business, FH, 1.00000, 1.03628, 20.00000
Business, FH, 1.00000, 0.94945, 20.00000
Business, FH, 1.00000, 1.39471, 20.50000
Business, FH, 1.00000, 0.88703, 20.70000
Business, FH, 4.00000, 3.76579, 21.00000
Business, FH, 1.00000, 0.94290, 21.00000
Business, FH, 7.00000, 6.85568, 22.00000
Business, FH, 2.00000, 1.38255, 22.00000
Business, FH, 1.00000, 1.07744, 22.20000
Business, FH, 4.00000, 4.38561, 22.50000
Business, FH, 1.00000, 1.18022, 22.60000
Business, FH, 10.00000, 9.62083, 23.00000
Business, FH, 1.00000, 1.25556, 23.70000
Business, FH, 1.00000, 1.25556, 23.70000
Business, FH, 5.00000, 5.52991, 24.00000
Business, FH, 1.00000, 0.74272, 24.00000
Business, FH, 1.00000, 0.81757, 24.60000
Business, FH, 9.00000, 9.17527, 25.00000
Business, FH, 6.00000, 6.10873, 26.00000
Business, FH, 1.00000, 0.79365, 26.00000
Business, FH, 6.00000, 6.66379, 27.00000
Business, FH, 2.00000, 2.17089, 27.00000
Business, FH, 1.00000, 1.37373, 27.00000
Business, FH, 1.00000, 0.81757, 27.50000
Business, FH, 8.00000, 8.28211, 28.00000
Business, FH, 1.00000, 0.93953, 28.10000
Business, FH, 1.00000, 0.92934, 28.50000
Business, FH, 1.00000, 0.91711, 29.00000
Business, FH, 9.00000, 9.06553, 30.00000
Business, FH, 1.00000, 1.07137, 30.30000
Business, FH, 4.00000, 3.97077, 31.00000
Business, FH, 7.00000, 7.24055, 32.00000
Business, FH, 1.00000, 1.16402, 33.00000
Business, FH, 3.00000, 3.66504, 34.00000
Business, FH, 1.00000, 1.30792, 34.00000
Business, FH, 4.00000, 3.42755, 35.00000
Business, FH, 1.00000, 0.89380, 35.30000
Business, FH, 6.00000, 6.31509, 36.00000
Business, FH, 2.00000, 1.60218, 37.00000
Business, FH, 1.00000, 0.87191, 37.50000
Business, FH, 2.00000, 1.89528, 38.00000
Business, FH, 1.00000, 0.95323, 38.00000
Business, FH, 5.00000, 4.21811, 39.00000
Business, FH, 1.00000, 0.74755, 39.30000
Business, FH, 6.00000, 6.43403, 40.00000
Business, FH, 2.00000, 1.85625, 42.00000
Business, FH, 3.00000, 2.88183, 43.00000
Business, FH, 3.00000, 3.17216, 44.00000
Business, FH, 2.00000, 2.08431, 45.00000
Business, FH, 2.00000, 2.15293, 46.00000
Business, FH, 2.00000, 2.27219, 47.00000
Business, FH, 1.00000, 0.72834, 48.00000
Business, FH, 1.00000, 1.06667, 49.00000
Business, FH, 1.00000, 0.75756, 49.00000
Business, FH, 1.00000, 1.31796, 50.00000
Business, FH, 1.00000, 0.93018, 51.00000
Business, FH, 1.00000, 0.84316, 52.00000
Business, FH, 3.00000, 2.79317, 53.00000
Business, FH, 1.00000, 0.79638, 54.00000
Business, FH, 3.00000, 2.75518, 56.00000
Business, FH, 3.00000, 3.53118, 57.00000
Business, FH, 5.00000, 4.40358, 58.00000
Business, FH, 1.00000, 0.77769, 58.00000
Business, FH, 2.00000, 2.71002, 59.00000
Business, FH, 3.00000, 3.16402, 60.00000
Business, FH, 1.00000, 0.88703, 60.00000
Business, FH, 1.00000, 1.06184, 61.00000
Business, FH, 4.00000, 4.10079, 64.00000
Business, FH, 2.00000, 1.81005, 65.00000
Business, FH, 2.00000, 2.00715, 67.00000
Business, FH, 1.00000, 1.06184, 68.00000
Business, FH, 5.00000, 6.06796, 70.00000
Business, FH, 1.00000, 1.21359, 70.00000
Business, FH, 2.00000, 1.87034, 71.00000
Business, FH, 1.00000, 1.15280, 74.00000
Business, FH, 5.00000, 4.17636, 75.00000
Business, FH, 3.00000, 2.93846, 78.00000
Business, FH, 2.00000, 1.72742, 80.00000
Business, FH, 5.00000, 4.87954, 81.00000
Business, FH, 2.00000, 2.37029, 82.00000
Business, FH, 1.00000, 1.09409, 83.00000
Business, FH, 3.00000, 3.65268, 84.00000
Business, FH, 1.00000, 1.37451, 85.00000
Business, FH, 1.00000, 0.92253, 86.00000
Business, FH, 5.00000, 5.03848, 90.00000
Business, FH, 1.00000, 0.86987, 91.00000
Business, FH, 1.00000, 1.09028, 94.00000
Business, FH, 1.00000, 1.09409, 95.00000
Business, FH, 1.00000, 1.12395, 96.00000
Business, FH, 1.00000, 0.93569, 106.00000
Business, FH, 1.00000, 1.06184, 109.00000
Business, FH, 1.00000, 0.95001, 111.00000
Business, FH, 1.00000, 0.87103, 120.00000
Business, FH, 1.00000, 1.13577, 140.00000
Business, FH, 1.00000, 0.86985, 0.50000
Business, FH, 1.00000, 1.16575, 0.60000
Business, FH, 12.00000, 12.68745, 1.00000
Business, FH, 1.00000, 1.06781, 1.50000
Business, FH, 6.00000, 5.58235, 2.00000
Business, FH, 6.00000, 5.64790, 3.00000
Business, FH, 2.00000, 1.65271, 4.00000
Business, FH, 2.00000, 2.08166, 4.50000
Business, FH, 4.00000, 3.47955, 5.00000
Business, FH, 4.00000, 4.26898, 6.00000
Business, FH, 1.00000, 1.14217, 9.00000
Business, FH, 2.00000, 1.70675, 10.00000
Business, FH, 1.00000, 1.09544, 12.00000
Business, FH, 1.00000, 0.93370, 12.50000
Business, FH, 1.00000, 0.99191, 15.00000
Business, FH, 1.00000, 0.85293, 16.00000
Business, FH, 3.00000, 2.34571, 20.00000
Business, FH, 1.00000, 1.02261, 22.00000
Business, FH, 1.00000, 1.11573, 23.00000
Business, FH, 1.00000, 1.28874, 24.00000
Business, FH, 1.00000, 0.71840, 25.40000
Business, FH, 1.00000, 1.10027, 26.00000
Business, FH, 2.00000, 2.67159, 28.00000
Business, FH, 1.00000, 0.93018, 32.00000
Business, FH, 1.00000, 0.92253, 34.00000
Business, FH, 1.00000, 0.96331, 35.00000
Business, FH, 1.00000, 1.18853, 37.00000
Business, FH, 1.00000, 0.73585, 43.00000
Business, FH, 1.00000, 1.51377, 47.00000
Business, FH, 1.00000, 0.84316, 64.00000
Business, FH, 1.00000, 1.15457, 70.00000
Business, FH, 1.00000, 1.01071, 78.00000
Business, FH, 1.00000, 1.12400, 100.00000
Business, FH, 6.00000, 6.86330, 0.50000
Business, FH, 6.00000, 5.72524, 1.00000
Business, FH, 4.00000, 3.49739, 1.50000
Business, FH, 4.00000, 3.24657, 2.00000
Business, FH, 2.00000, 2.18690, 2.50000
Business, FH, 1.00000, 1.09345, 2.50000
Business, FH, 16.00000, 17.84027, 3.00000
Business, FH, 1.00000, 1.10511, 3.00000
Business, FH, 1.00000, 1.10511, 3.00000
Business, FH, 2.00000, 1.80563, 3.50000
Business, FH, 3.00000, 3.04628, 4.00000
Business, FH, 4.00000, 5.00060, 5.00000
Business, FH, 1.00000, 1.06113, 5.00000
Business, FH, 2.00000, 1.99282, 6.00000
Business, FH, 1.00000, 1.05685, 7.00000
Business, FH, 1.00000, 1.05685, 7.10000
Business, FH, 1.00000, 0.86064, 7.40000
Business, FH, 1.00000, 1.05685, 7.60000
Business, FH, 1.00000, 0.89209, 8.20000
Business, FH, 1.00000, 1.05685, 8.30000
Business, FH, 1.00000, 1.04186, 9.00000
Business, FH, 3.00000, 2.35476, 10.00000
Business, FH, 1.00000, 1.32922, 10.00000
Business, FH, 3.00000, 2.70765, 11.00000
Business, FH, 1.00000, 1.05202, 11.10000
Business, FH, 3.00000, 3.87822, 12.00000
Business, FH, 1.00000, 1.27362, 12.00000
Business, FH, 1.00000, 0.87216, 12.10000
Business, FH, 2.00000, 2.02027, 13.00000
Business, FH, 1.00000, 1.19337, 14.00000
Business, FH, 1.00000, 1.30672, 14.10000
Business, FH, 1.00000, 1.05202, 14.80000
Business, FH, 3.00000, 2.54298, 15.00000
Business, FH, 1.00000, 1.16559, 15.00000
Business, FH, 1.00000, 1.49032, 15.50000
Business, FH, 1.00000, 0.91072, 16.00000
Business, FH, 1.00000, 1.24208, 16.60000
Business, FH, 3.00000, 3.24658, 17.00000
Business, FH, 1.00000, 1.03819, 17.00000
Business, FH, 2.00000, 2.02829, 18.00000
Business, FH, 2.00000, 1.95705, 19.00000
Business, FH, 1.00000, 1.15727, 19.50000
Business, FH, 4.00000, 4.79356, 20.00000
Business, FH, 1.00000, 1.27901, 20.00000
Business, FH, 4.00000, 3.56840, 21.00000
Business, FH, 1.00000, 1.03819, 23.00000
Business, FH, 1.00000, 1.16205, 23.80000
Business, FH, 1.00000, 1.10716, 24.00000
Business, FH, 2.00000, 2.06898, 24.00000
Business, FH, 1.00000, 1.18312, 24.00000
Business, FH, 4.00000, 4.33700, 25.00000
Business, FH, 1.00000, 1.31888, 25.00000
Business, FH, 1.00000, 0.97280, 26.00000
Business, FH, 2.00000, 2.47927, 27.00000
Business, FH, 1.00000, 1.02275, 27.00000
Business, FH, 1.00000, 1.11657, 27.60000
Business, FH, 1.00000, 1.33982, 28.00000
Business, FH, 2.00000, 1.41525, 29.00000
Business, FH, 2.00000, 2.71323, 30.00000
Business, FH, 1.00000, 0.97708, 30.00000
Business, FH, 2.00000, 1.94227, 32.00000
Business, FH, 1.00000, 0.74937, 33.00000
Business, FH, 1.00000, 1.54765, 33.00000
Business, FH, 1.00000, 1.09345, 33.50000
Business, FH, 1.00000, 0.97708, 33.50000
Business, FH, 1.00000, 1.11649, 34.00000
Business, FH, 5.00000, 8.14197, 38.00000
Business, FH, 4.00000, 4.05252, 40.00000
Business, FH, 1.00000, 1.37373, 41.00000
Business, FH, 3.00000, 3.73601, 42.00000
Business, FH, 1.00000, 1.60749, 42.00000
Business, FH, 3.00000, 3.75956, 43.00000
Business, FH, 1.00000, 1.37373, 43.00000
Business, FH, 1.00000, 1.37373, 43.00000
Business, FH, 2.00000, 1.92605, 45.00000
Business, FH, 1.00000, 0.74945, 46.00000
Business, FH, 1.00000, 0.86659, 47.00000
Business, FH, 2.00000, 1.64131, 50.00000
Business, FH, 1.00000, 1.11436, 50.90000
Business, FH, 1.00000, 0.82065, 52.00000
Business, FH, 1.00000, 1.00841, 54.00000
Business, FH, 1.00000, 1.86411, 54.40000
Business, FH, 1.00000, 1.08321, 57.00000
Business, FH, 1.00000, 1.08321, 57.00000
Business, FH, 1.00000, 1.33982, 58.00000
Business, FH, 1.00000, 1.00841, 64.00000
Business, FH, 1.00000, 1.01209, 67.50000
Business, FH, 1.00000, 1.31326, 68.00000
Business, FH, 2.00000, 1.92782, 70.00000
Business, FH, 1.00000, 0.62666, 78.00000
Business, FH, 2.00000, 2.06473, 80.70000
Business, FH, 1.00000, 1.77801, 83.00000
Business, FH, 1.00000, 0.91899, 90.00000
Business, FH, 3.00000, 2.53781, 95.00000
Business, FH, 2.00000, 2.34174, 110.00000
Business, FH, 1.00000, 0.78115, 111.00000
Business, FH, 1.00000, 1.18515, 118.00000
Business, FH, 1.00000, 0.83327, 120.00000
Business, FH, 1.00000, 1.18515, 137.00000
Business, FH, 1.00000, 0.82717, 2.00000
Business, FH, 1.00000, 0.94678, 7.50000
Business, FH, 2.00000, 1.84810, 8.00000
Business, FH, 1.00000, 0.77196, 15.00000
Business, FH, 1.00000, 1.27695, 20.30000
Business, FH, 2.00000, 2.17583, 22.00000
Business, FH, 1.00000, 0.82748, 28.00000
Business, FH, 1.00000, 1.04586, 29.00000
Business, FH, 1.00000, 1.05685, 29.70000
Business, FH, 7.00000, 9.39594, 30.00000
Business, FH, 2.00000, 2.14873, 31.00000
Business, FH, 2.00000, 2.23776, 32.00000
Business, FH, 1.00000, 1.27695, 38.00000
Business, FH, 1.00000, 1.07137, 40.00000
Business, FH, 1.00000, 0.86944, 41.00000
Business, FH, 1.00000, 1.07137, 42.00000
Business, FH, 1.00000, 1.24946, 43.00000
Business, FH, 1.00000, 1.29680, 44.00000
Business, FH, 2.00000, 2.04382, 45.00000
Business, FH, 1.00000, 1.07137, 46.00000
Business, FH, 1.00000, 0.89309, 50.00000
Business, FH, 1.00000, 1.06667, 50.00000
Business, FH, 1.00000, 1.12012, 51.00000
Business, FH, 1.00000, 0.89309, 57.20000
Business, FH, 1.00000, 1.86411, 58.60000
Business, FH, 1.00000, 0.84048, 61.00000
Business, FH, 1.00000, 1.62118, 62.00000
Business, FH, 1.00000, 0.74945, 68.00000
Business, FH, 2.00000, 2.67893, 72.00000
Business, FH, 1.00000, 0.66803, 73.20000
Business, FH, 2.00000, 2.81734, 74.00000
Business, FH, 1.00000, 0.88659, 78.00000
Business, FH, 1.00000, 1.11436, 82.00000
Business, FH, 1.00000, 0.76077, 85.00000
Business, FH, 1.00000, 1.05699, 90.00000
Business, FH, 1.00000, 0.87792, 96.00000
Business, FH, 1.00000, 0.87103, 105.00000
Business, FH, 1.00000, 0.84364, 108.00000
Business, FH, 1.00000, 1.17140, 112.00000
Business, FH, 1.00000, 0.89110, 117.00000
Business, FH, 1.00000, 0.79871, 122.00000
Business, FH, 1.00000, 1.12012, 123.00000
Business, FH, 1.00000, 1.12012, 135.00000
Business, FH, 1.00000, 1.02116, 139.00000
Business, FH, 1.00000, 0.87408, 150.00000
Business, FH, 1.00000, 0.87792, 151.00000
Business, FH, 1.00000, 1.18515, 156.00000
Business, FH, 1.00000, 0.91126, 162.00000
Business, FH, 1.00000, 1.00841, 15.00000
Business, FH, 1.00000, 1.03758, 97.00000
Business, FH, 1.00000, 1.34324, 110.00000
Business, FH, 1.00000, 0.95378, 139.00000
Business, FH, 1.00000, 1.01408, 140.00000
Business, FH, 1.00000, 1.12012, 183.00000
Business, FH, 1.00000, 1.37451, 208.00000
Business, FH, 1.00000, 1.09409, 252.00000
Business, FH, 1.00000, 1.40234, 267.00000
Business, FH, 1.00000, 1.02378, 155.00000
Business, FH, 1.00000, 0.94337, 190.00000
Business, FH, 1.00000, 1.17035, 240.00000
Business, FH, 1.00000, 0.90794, 5.00000
Business, FH, 1.00000, 1.07094, 38.00000
Business, FH, 1.00000, 1.17706, 51.00000
Business, FH, 1.00000, 1.17706, 63.00000
Business, NHB, 1.00000, 1.17366, 32.00000
Business, NHB, 1.00000, 1.15629, 173.00000
Business, NHB, 1.00000, 0.89959, 215.00000
Business, NHB, 1.00000, 0.74613, 85.00000
Business, NHB, 1.00000, 1.80532, 103.00000
Business, NHB, 1.00000, 0.93840, 116.00000
Business, NHB, 1.00000, 0.96741, 140.00000
Business, NHB, 1.00000, 0.84899, 146.00000
Business, NHB, 1.00000, 1.34640, 147.00000
Business, NHB, 1.00000, 0.79819, 151.00000
Business, NHB, 1.00000, 1.36463, 171.00000
Business, NHB, 2.00000, 2.13786, 5.00000
Business, NHB, 1.00000, 0.67607, 7.00000
Business, NHB, 1.00000, 1.14331, 13.00000
Business, NHB, 1.00000, 0.87396, 14.00000
Business, NHB, 1.00000, 0.98128, 14.00000
Business, NHB, 1.00000, 0.94764, 16.00000
Business, NHB, 1.00000, 1.43730, 18.00000
Business, NHB, 1.00000, 1.43730, 18.00000
Business, NHB, 1.00000, 1.43730, 18.00000
Business, NHB, 1.00000, 1.11656, 19.00000
Business, NHB, 1.00000, 1.06184, 21.00000
Business, NHB, 1.00000, 0.89804, 23.00000
Business, NHB, 3.00000, 3.40809, 25.00000
Business, NHB, 1.00000, 0.89804, 30.00000
Business, NHB, 1.00000, 1.06163, 33.00000
Business, NHB, 1.00000, 1.11656, 35.20000
Business, NHB, 1.00000, 1.06184, 37.00000
Business, NHB, 1.00000, 1.07226, 37.50000
Business, NHB, 1.00000, 0.95505, 38.00000
Business, NHB, 1.00000, 1.20680, 46.00000
Business, NHB, 1.00000, 1.14331, 51.00000
Business, NHB, 1.00000, 0.84682, 51.00000
Business, NHB, 1.00000, 0.89669, 54.00000
Business, NHB, 1.00000, 0.79064, 64.00000
Business, NHB, 1.00000, 0.99449, 67.00000
Business, NHB, 1.00000, 1.51206, 68.00000
Business, NHB, 1.00000, 0.98666, 72.90000
Business, NHB, 1.00000, 0.94829, 80.00000
Business, NHB, 1.00000, 0.96422, 85.00000
Business, NHB, 1.00000, 0.76653, 86.00000
Business, NHB, 1.00000, 0.96422, 100.00000
Business, NHB, 1.00000, 1.19660, 107.00000
Business, NHB, 1.00000, 1.29362, 20.00000
Business, NHB, 1.00000, 1.17706, 130.00000
Business, NHB, 2.00000, 1.96003, 0.10000
Business, NHB, 1.00000, 1.02494, 0.20000
Business, NHB, 3.00000, 2.87701, 0.25000
Business, NHB, 1.00000, 0.82415, 0.30000
Business, NHB, 11.00000, 11.18205, 0.50000
Business, NHB, 1.00000, 0.94479, 0.50000
Business, NHB, 2.00000, 2.20928, 0.60000
Business, NHB, 1.00000, 1.24989, 0.70000
Business, NHB, 2.00000, 2.26346, 0.75000
Business, NHB, 1.00000, 1.09685, 0.80000
Business, NHB, 5.00000, 5.06921, 0.90000
Business, NHB, 78.00000, 81.61001, 1.00000
Business, NHB, 4.00000, 4.78593, 1.10000
Business, NHB, 6.00000, 6.50294, 1.20000
Business, NHB, 13.00000, 15.81724, 1.30000
Business, NHB, 1.00000, 0.89895, 1.30000
Business, NHB, 5.00000, 5.38549, 1.40000
Business, NHB, 1.00000, 0.89895, 1.40000
Business, NHB, 22.00000, 20.58188, 1.50000
Business, NHB, 1.00000, 0.71219, 1.50000
Business, NHB, 1.00000, 1.54464, 1.60000
Business, NHB, 1.00000, 0.78115, 1.70000
Business, NHB, 1.00000, 1.16575, 1.70000
Business, NHB, 1.00000, 1.20019, 1.75000
Business, NHB, 4.00000, 4.51899, 1.80000
Business, NHB, 2.00000, 2.63837, 1.90000
Business, NHB, 103.00000, 108.22000, 2.00000
Business, NHB, 3.00000, 3.40523, 2.00000
Business, NHB, 2.00000, 2.12854, 2.00000
Business, NHB, 6.00000, 5.87619, 2.10000
Business, NHB, 2.00000, 2.36264, 2.10000
Business, NHB, 2.00000, 1.63471, 2.20000
Business, NHB, 4.00000, 7.89077, 2.30000
Business, NHB, 4.00000, 3.53761, 2.40000
Business, NHB, 9.00000, 9.40209, 2.50000
Business, NHB, 3.00000, 2.71486, 2.50000
Business, NHB, 6.00000, 7.45596, 2.60000
Business, NHB, 1.00000, 0.97641, 2.60000
Business, NHB, 2.00000, 1.91754, 2.70000
Business, NHB, 6.00000, 6.11566, 2.80000
Business, NHB, 1.00000, 0.93797, 2.90000
Business, NHB, 104.00000, 103.24854, 3.00000
Business, NHB, 7.00000, 7.88121, 3.00000
Business, NHB, 3.00000, 2.88604, 3.00000
Business, NHB, 3.00000, 2.88232, 3.10000
Business, NHB, 1.00000, 1.12024, 3.10000
Business, NHB, 2.00000, 1.95980, 3.20000
Business, NHB, 1.00000, 1.29359, 3.20000
Business, NHB, 1.00000, 0.90682, 3.25000
Business, NHB, 2.00000, 2.11189, 3.30000
Business, NHB, 1.00000, 1.01594, 3.30000
